10.02.2014	11:18:46
269	2501
282	2592
337	2778
426	2936
523	3097
609	3228
719	3497
896	3704
1043	3845
1315	4095
1610	4204
1688	4463
1740	4652
1900	4920
2094	5155
2236	5274
2412	5354
2592	5637
2746	5678
3032	5719
3262	5842
3396	5925
3532	6008
3774	6134
3880	6134
4095	6261
4315	6219
4538	6177
4728	6219
4959	6261
5195	6177
5394	6177
5515	6092
5678	6092
5801	5925
5801	5842
5925	5760
6008	5515
6008	5234
6008	5037
6092	4652
6092	4426
6177	4241
6346	4023
6219	3810
6134	3600
6134	3396
6092	3130
6008	3032
5884	2809
5719	2746
5434	2562
5234	2441
5076	2265
4843	2150
4576	2010
4389	1900
4278	1714
4132	1510
3987	1387
3845	1154
3670	1000
3429	855
3362	738
3228	663
2968	557
2746	490
2562	411
2501	381
2471	337
2471	269
2353	256
2236	231
2122	162
1982	130
1819	102
1714	121
1636	111
1585	68
1560	76
1485	61
1363	68
1176	53
979	46
796	53
719	28
700	46
663	28
591	34
506	53
442	28
366	22
295	28
295	22
282	28
243	18
184	13
172	18
172	28
151	22
121	18
102	22
84	28
84	22
93	18
93	22
68	22
61	22
61	13
53	18
53	34
61	13
46	18
40	18
28	28
40	13
40	13
28	13
34	18
40	22
34	28
28	13
34	28
46	28
40	22
40	13
34	18
34	18
34	13
40	18
28	28
22	22
18	18
22	18
28	13
22	18
28	18
40	28
40	28
34	18
34	22
34	18
34	18
28	28
40	13
34	34
22	22
22	18
22	53
28	46
40	34
40	28
46	28
34	22
28	22
28	22
34	18
28	28
22	22
28	18
34	40
34	18
28	18
28	18
34	34
28	13
22	28
22	22
18	22
28	18
28	28
34	18
34	28
28	28
34	22
40	18
28	22
28	13
34	13
28	18
22	22
28	18
22	28
13	13
18	13
28	22
40	22
34	28
28	28
18	22
9	28
13	22
22	22
34	28
34	28
34	22
40	22
46	18
28	22
22	22
22	28
28	22
28	28
28	22
34	22
34	22
28	18
22	28
22	28
22	18
28	18
18	34
22	18
22	28
34	28
34	9
22	22
18	9
18	22
28	13
34	22
34	18
40	28
34	22
28	28
22	22
22	18
18	28
18	28
22	22
28	28
22	22
28	28
34	22
28	34
28	18
28	28
28	34
22	22
28	28
34	22
34	28
22	18
28	22
28	18
22	28
28	40
34	18
28	22
22	0
28	0
40	0
40	0
28	0
22	0
18	0
22	0
22	0
34	0
34	0
34	0
34	0
28	0
22	0
22	0
28	0
40	0
40	0
40	0
34	0
28	0
22	0
18	0
28	0
34	0
40	0
40	0
40	0
40	0
28	0
28	0
22	0
18	0
18	0
34	0
46	0
40	0
28	0
28	0
28	0
28	0
28	0
28	0
28	0
28	0
34	0
34	0
22	0
18	0
22	0
28	0
34	0
28	0
28	0
22	0
18	0
18	0
22	0
22	0
18	0
28	0
28	0
28	0
22	0
22	0
22	0
22	0
34	0
34	0
22	0
22	0
22	0
22	0
28	0
28	0
28	0
28	0
28	0
28	0
22	0
22	0
28	0
34	0
28	0
18	0
22	0
28	0
28	0
22	0
18	0
22	0
34	0
28	0
22	0
22	0
28	0
22	0
18	0
13	0
18	0
28	0
28	0
18	0
22	0
28	0
34	0
28	0
22	0
22	0
22	0
22	0
28	0
22	0
22	0
28	0
28	0
28	0
28	0
28	0
22	0
28	0
34	0
40	0
34	0
28	0
22	0
22	0
28	0
34	0
34	0
28	0
22	0
18	0
22	0
34	0
34	0
22	0
22	0
34	0
28	0
28	0
22	0
18	0
18	0
34	0
40	0
34	0
28	0
22	0
28	0
28	0
18	0
18	0
18	0
28	0
28	0
28	0
22	0
18	0
22	0
40	0
46	0
28	0
22	0
18	0
22	0
34	0
28	0
18	0
18	0
18	0
22	0
22	0
18	0
18	0
22	0
22	0
18	0
22	0
34	0
34	0
34	0
28	0
18	0
22	0
22	0
28	0
28	0
28	0

