10.02.2014	13:36:19
2501	53
2294	1
1955	9
1714	34
1636	9
1610	1
1662	18
1846	13
1900	13
1662	22
1315	46
1154	68
1245	53
1436	13
1560	40
1534	13
1485	46
1087	53
738	22
815	46
1043	9
1000	22
875	53
835	1
796	53
835	1
937	40
1022	6
776	6
523	76
411	9
381	1
426	1
426	9
396	3
323	40
207	22
172	68
231	18
295	84
282	6
195	3
130	18
68	3
102	93
162	6
269	1
282	34
184	46
84	46
84	28
151	18
130	6
46	3
6	1
6	3
18	1
53	18
93	6
93	0
93	0
93	0
111	0
84	0
46	0
28	0
22	0
22	0
22	0
28	0
28	0
28	0
76	0
76	0
3	0
1	0
1	0
1	0
3	0
18	0
46	0
68	0
34	0
1	0
1	0
1	0
46	0
76	0
53	0
61	0
40	0
22	0
13	0
40	0
76	0
40	0
6	0
1	0
6	0
6	0
1	0
1	0
1	0
1	0
1	0
9	0
61	0
61	0
1	0
1	0
22	0
84	0
46	0
6	0
1	0
1	0
1	0
6	0
40	0
40	0
18	0
3	0
1	0
1	0
6	0
9	0
1	0
1	0
1	0
9	0
34	0
1	0
3	0
53	0
40	0
28	0
22	0
22	0
13	0
1	0
1	0
18	0
6	0
1	0
6	0
13	0
22	0
22	0
13	0
1	0
3	0
6	0
1	0
1	0
1	0
40	0
40	0
34	0
18	0
40	0
46	0
22	0
3	0
1	0
1	0
1	0
9	0
9	0
9	0
1	0
1	0
1	0
9	0
18	0
1	0
1	0
13	0
28	0
1	0
1	0
1	0
3	0
13	0
13	0
1	0
1	0
3	0
22	0
22	0
34	0
18	0
3	0
1	0
6	0
1	0
1	0
1	0
28	0
102	0
40	0
1	0
1	0
3	0
9	0
9	0
1	0
1	0
1	0
3	0
22	0
18	0
13	0
18	0
34	0
40	0
22	0
1	0
1	0
28	0
22	0
3	0
1	0
18	0
22	0
22	0
6	0
1	0
1	0
9	0
18	0
40	0
9	0
1	0
1	0
1	0
3	0
13	0
6	0
1	0
1	0
1	0
1	0
9	0
3	0
13	0
6	0
1	0
1	0
1	0

